 iy  im   date    soi
  1940  12  1940.958      -2.1
  1941   1  1941.042      -0.7
  1941   2  1941.125      -1.0
  1941   3  1941.208      -0.8
  1941   4  1941.292      -1.0
  1941   5  1941.375      -1.0
  1941   6  1941.458      -1.3
  1941   7  1941.542      -2.0
  1941   8  1941.625      -1.6
  1941   9  1941.708      -0.5
  1941  10  1941.792      -1.6
  1941  11  1941.875      -1.0
  1941  12  1941.958      -0.9
  1942   1  1942.042      -1.0
  1942   2  1942.125      -0.2
  1942   3  1942.208      -0.2
  1942   4  1942.292      -0.6
  1942   5  1942.375      -0.3
  1942   6  1942.458       0.1
  1942   7  1942.542      -0.5
  1942   8  1942.625       0.2
  1942   9  1942.708       0.9
  1942  10  1942.792       0.9
  1942  11  1942.875      -0.7
  1942  12  1942.958       1.5
  1943   1  1943.042       1.5
  1943   2  1943.125       1.4
  1943   3  1943.208       0.7
  1943   4  1943.292       0.5
  1943   5  1943.375      -0.3
  1943   6  1943.458      -0.9
  1943   7  1943.542      -0.3
  1943   8  1943.625       0.5
  1943   9  1943.708       0.6
  1943  10  1943.792       1.0
  1943  11  1943.875       0.1
  1943  12  1943.958      -1.1
  1944   1  1944.042      -0.7
  1944   2  1944.125       1.0
  1944   3  1944.208       0.9
  1944   4  1944.292      -0.6
  1944   5  1944.375      -0.4
  1944   6  1944.458      -0.6
  1944   7  1944.542      -1.1
  1944   8  1944.625       0.4
  1944   9  1944.708       0.6
  1944  10  1944.792      -0.5
  1944  11  1944.875      -0.8
  1944  12  1944.958       0.2
  1945   1  1945.042       1.0
  1945   2  1945.125       1.2
  1945   3  1945.208       1.4
  1945   4  1945.292      -0.7
  1945   5  1945.375      -0.4
  1945   6  1945.458       0.1
  1945   7  1945.542      -0.0
  1945   8  1945.625       1.0
  1945   9  1945.708       1.1
  1945  10  1945.792       0.6
  1945  11  1945.875      -0.4
  1945  12  1945.958       0.7
  1946   1  1946.042      -0.1
  1946   2  1946.125       0.7
  1946   3  1946.208       0.2
  1946   4  1946.292      -0.9
  1946   5  1946.375      -1.3
  1946   6  1946.458      -1.0
  1946   7  1946.542      -1.3
  1946   8  1946.625      -0.4
  1946   9  1946.708      -1.4
  1946  10  1946.792      -0.8
  1946  11  1946.875      -0.2
  1946  12  1946.958      -0.8
  1947   1  1947.042      -0.2
  1947   2  1947.125      -0.2
  1947   3  1947.208       1.5
  1947   4  1947.292      -0.7
  1947   5  1947.375      -1.3
  1947   6  1947.458      -0.2
  1947   7  1947.542       0.5
  1947   8  1947.625       0.4
  1947   9  1947.708       1.3
  1947  10  1947.792       0.0
  1947  11  1947.875       0.6
  1947  12  1947.958       0.4
  1948   1  1948.042       0.1
  1948   2  1948.125       0.0
  1948   3  1948.208      -0.3
  1948   4  1948.292      -0.3
  1948   5  1948.375      -0.2
  1948   6  1948.458      -0.8
  1948   7  1948.542      -0.5
  1948   8  1948.625      -0.6
  1948   9  1948.708      -0.6
  1948  10  1948.792       0.8
  1948  11  1948.875       0.0
  1948  12  1948.958      -0.8
  1949   1  1949.042      -0.5
  1949   2  1949.125       0.4
  1949   3  1949.208       0.6
  1949   4  1949.292      -0.1
  1949   5  1949.375      -0.9
  1949   6  1949.458      -1.2
  1949   7  1949.542      -0.6
  1949   8  1949.625      -0.4
  1949   9  1949.708       0.4
  1949  10  1949.792       0.6
  1949  11  1949.875      -0.7
  1949  12  1949.958       0.4
  1950   1  1950.042       0.6
  1950   2  1950.125       2.2
  1950   3  1950.208       2.1
  1950   4  1950.292       0.5
  1950   5  1950.375      -0.1
  1950   6  1950.458       1.3
  1950   7  1950.542       1.4
  1950   8  1950.625       1.0
  1950   9  1950.708       0.9
  1950  10  1950.792       1.8
  1950  11  1950.875       0.5
  1950  12  1950.958       2.1
  1951   1  1951.042       1.8
  1951   2  1951.125       0.9
  1951   3  1951.208      -0.5
  1951   4  1951.292      -1.0
  1951   5  1951.375      -1.3
  1951   6  1951.458      -0.9
  1951   7  1951.542      -1.7
  1951   8  1951.625      -0.5
  1951   9  1951.708      -0.9
  1951  10  1951.792      -0.9
  1951  11  1951.875      -0.9
  1951  12  1951.958      -0.7
  1952   1  1952.042      -0.8
  1952   2  1952.125      -0.4
  1952   3  1952.208       0.5
  1952   4  1952.292      -0.7
  1952   5  1952.375      -0.0
  1952   6  1952.458       0.1
  1952   7  1952.542       0.0
  1952   8  1952.625      -0.3
  1952   9  1952.708      -0.0
  1952  10  1952.792       0.4
  1952  11  1952.875      -0.4
  1952  12  1952.958      -1.4
  1953   1  1953.042       0.7
  1953   2  1953.125      -0.3
  1953   3  1953.208      -0.4
  1953   4  1953.292      -0.5
  1953   5  1953.375      -2.3
  1953   6  1953.458      -0.6
  1953   7  1953.542      -0.4
  1953   8  1953.625      -1.7
  1953   9  1953.708      -1.0
  1953  10  1953.792       0.2
  1953  11  1953.875      -0.3
  1953  12  1953.958      -0.5
  1954   1  1954.042       0.7
  1954   2  1954.125      -0.0
  1954   3  1954.208       0.1
  1954   4  1954.292      -0.3
  1954   5  1954.375      -0.4
  1954   6  1954.458      -0.7
  1954   7  1954.542      -0.3
  1954   8  1954.625       0.7
  1954   9  1954.708       0.4
  1954  10  1954.792       0.4
  1954  11  1954.875       0.1
  1954  12  1954.958       1.3
  1955   1  1955.042       0.0
  1955   2  1955.125       1.8
  1955   3  1955.208       0.3
  1955   4  1955.292      -0.9
  1955   5  1955.375       0.1
  1955   6  1955.458       0.4
  1955   7  1955.542       1.0
  1955   8  1955.625       1.1
  1955   9  1955.708       1.5
  1955  10  1955.792       1.6
  1955  11  1955.875       1.1
  1955  12  1955.958       1.1
  1956   1  1956.042       1.4
  1956   2  1956.125       1.7
  1956   3  1956.208       1.2
  1956   4  1956.292       0.2
  1956   5  1956.375       0.5
  1956   6  1956.458       0.3
  1956   7  1956.542       0.3
  1956   8  1956.625       0.8
  1956   9  1956.708       0.2
  1956  10  1956.792       2.0
  1956  11  1956.875       0.1
  1956  12  1956.958       0.7
  1957   1  1957.042       1.0
  1957   2  1957.125       0.0
  1957   3  1957.208       0.0
  1957   4  1957.292      -0.3
  1957   5  1957.375      -1.3
  1957   6  1957.458      -0.6
  1957   7  1957.542      -0.3
  1957   8  1957.625      -0.8
  1957   9  1957.708      -0.6
  1957  10  1957.792       0.4
  1957  11  1957.875      -1.0
  1957  12  1957.958      -0.4
  1958   1  1958.042      -1.5
  1958   2  1958.125      -0.3
  1958   3  1958.208       0.2
  1958   4  1958.292      -0.3
  1958   5  1958.375      -1.4
  1958   6  1958.458      -0.6
  1958   7  1958.542      -0.3
  1958   8  1958.625       0.5
  1958   9  1958.708      -0.3
  1958  10  1958.792      -0.1
  1958  11  1958.875      -0.6
  1958  12  1958.958      -0.7
  1959   1  1959.042      -0.9
  1959   2  1959.125      -1.0
  1959   3  1959.208       1.1
  1959   4  1959.292      -0.3
  1959   5  1959.375      -0.3
  1959   6  1959.458      -0.8
  1959   7  1959.542      -0.8
  1959   8  1959.625      -0.4
  1959   9  1959.708       0.2
  1959  10  1959.792       0.7
  1959  11  1959.875       0.7
  1959  12  1959.958       0.6
  1960   1  1960.042       0.4
  1960   2  1960.125       0.3
  1960   3  1960.208       0.9
  1960   4  1960.292       0.1
  1960   5  1960.375      -0.4
  1960   6  1960.458      -0.6
  1960   7  1960.542      -0.1
  1960   8  1960.625       0.5
  1960   9  1960.708       0.7
  1960  10  1960.792       0.3
  1960  11  1960.875       0.5
  1960  12  1960.958       0.7
  1961   1  1961.042       0.1
  1961   2  1961.125       1.2
  1961   3  1961.208      -1.9
  1961   4  1961.292       0.2
  1961   5  1961.375      -0.4
  1961   6  1961.458      -0.6
  1961   7  1961.542      -0.3
  1961   8  1961.625      -0.1
  1961   9  1961.708       0.3
  1961  10  1961.792      -0.3
  1961  11  1961.875       0.6
  1961  12  1961.958       1.5
  1962   1  1962.042       2.3
  1962   2  1962.125       0.0
  1962   3  1962.208       0.1
  1962   4  1962.292      -0.3
  1962   5  1962.375       0.3
  1962   6  1962.458      -0.1
  1962   7  1962.542      -0.7
  1962   8  1962.625       0.5
  1962   9  1962.708       0.5
  1962  10  1962.792       1.1
  1962  11  1962.875       0.1
  1962  12  1962.958       0.1
  1963   1  1963.042       1.4
  1963   2  1963.125       1.2
  1963   3  1963.208       0.9
  1963   4  1963.292       0.1
  1963   5  1963.375      -0.5
  1963   6  1963.458      -1.2
  1963   7  1963.542      -0.6
  1963   8  1963.625      -0.5
  1963   9  1963.708      -0.3
  1963  10  1963.792      -0.9
  1963  11  1963.875      -0.7
  1963  12  1963.958      -1.2
  1964   1  1964.042      -0.0
  1964   2  1964.125       0.3
  1964   3  1964.208       1.0
  1964   4  1964.292       0.6
  1964   5  1964.375      -0.6
  1964   6  1964.458      -0.0
  1964   7  1964.542      -0.2
  1964   8  1964.625       1.3
  1964   9  1964.708       1.3
  1964  10  1964.792       1.4
  1964  11  1964.875      -0.1
  1964  12  1964.958      -0.5
  1965   1  1965.042      -0.3
  1965   2  1965.125       0.5
  1965   3  1965.208       0.5
  1965   4  1965.292      -0.9
  1965   5  1965.375      -0.5
  1965   6  1965.458      -1.1
  1965   7  1965.542      -2.1
  1965   8  1965.625      -0.9
  1965   9  1965.708      -1.0
  1965  10  1965.792      -0.5
  1965  11  1965.875      -1.5
  1965  12  1965.958      -0.1
  1966   1  1966.042      -1.1
  1966   2  1966.125      -0.1
  1966   3  1966.208      -1.1
  1966   4  1966.292      -0.8
  1966   5  1966.375      -0.9
  1966   6  1966.458      -0.2
  1966   7  1966.542      -0.5
  1966   8  1966.625       0.4
  1966   9  1966.708      -0.0
  1966  10  1966.792       0.1
  1966  11  1966.875      -0.1
  1966  12  1966.958      -0.5
  1967   1  1967.042       1.9
  1967   2  1967.125       1.9
  1967   3  1967.208       1.1
  1967   4  1967.292      -0.4
  1967   5  1967.375      -0.8
  1967   6  1967.458       0.0
  1967   7  1967.542      -0.4
  1967   8  1967.625       0.5
  1967   9  1967.708       1.0
  1967  10  1967.792       0.2
  1967  11  1967.875      -0.6
  1967  12  1967.958      -0.7
  1968   1  1968.042       0.3
  1968   2  1968.125       1.4
  1968   3  1968.208       0.0
  1968   4  1968.292      -0.6
  1968   5  1968.375       0.4
  1968   6  1968.458       0.5
  1968   7  1968.542       0.1
  1968   8  1968.625      -0.1
  1968   9  1968.708      -0.0
  1968  10  1968.792       0.1
  1968  11  1968.875      -0.3
  1968  12  1968.958       0.1
  1969   1  1969.042      -1.7
  1969   2  1969.125      -0.6
  1969   3  1969.208       0.4
  1969   4  1969.292      -0.7
  1969   5  1969.375      -1.0
  1969   6  1969.458      -0.5
  1969   7  1969.542      -1.0
  1969   8  1969.625      -0.4
  1969   9  1969.708      -1.0
  1969  10  1969.792      -0.8
  1969  11  1969.875      -0.1
  1969  12  1969.958       0.2
  1970   1  1970.042      -0.7
  1970   2  1970.125      -0.9
  1970   3  1970.208       0.4
  1970   4  1970.292      -0.6
  1970   5  1970.375      -0.4
  1970   6  1970.458       0.2
  1970   7  1970.542      -0.8
  1970   8  1970.625       0.2
  1970   9  1970.708       1.1
  1970  10  1970.792       0.9
  1970  11  1970.875       1.5
  1970  12  1970.958       1.6
  1971   1  1971.042       0.5
  1971   2  1971.125       2.1
  1971   3  1971.208       2.2
  1971   4  1971.292       1.1
  1971   5  1971.375       0.1
  1971   6  1971.458      -0.1
  1971   7  1971.542      -0.4
  1971   8  1971.625       1.2
  1971   9  1971.708       1.6
  1971  10  1971.792       1.9
  1971  11  1971.875       0.4
  1971  12  1971.958      -0.2
  1972   1  1972.042       0.6
  1972   2  1972.125       1.1
  1972   3  1972.208       0.3
  1972   4  1972.292      -0.5
  1972   5  1972.375      -2.0
  1972   6  1972.458      -1.3
  1972   7  1972.542      -2.1
  1972   8  1972.625      -0.7
  1972   9  1972.708      -1.0
  1972  10  1972.792      -0.5
  1972  11  1972.875      -0.3
  1972  12  1972.958      -1.2
  1973   1  1973.042       0.1
  1973   2  1973.125      -1.1
  1973   3  1973.208       0.4
  1973   4  1973.292      -0.6
  1973   5  1973.375      -0.3
  1973   6  1973.458       0.2
  1973   7  1973.542      -0.0
  1973   8  1973.625       0.9
  1973   9  1973.708       1.5
  1973  10  1973.792       0.9
  1973  11  1973.875       2.3
  1973  12  1973.958       1.8
  1974   1  1974.042       2.5
  1974   2  1974.125       2.1
  1974   3  1974.208       2.2
  1974   4  1974.292       0.3
  1974   5  1974.375       0.4
  1974   6  1974.458      -0.3
  1974   7  1974.542       0.7
  1974   8  1974.625       0.4
  1974   9  1974.708       1.3
  1974  10  1974.792       1.0
  1974  11  1974.875      -0.5
  1974  12  1974.958      -0.2
  1975   1  1975.042      -0.4
  1975   2  1975.125       1.2
  1975   3  1975.208       1.4
  1975   4  1975.292       0.4
  1975   5  1975.375      -0.1
  1975   6  1975.458       0.5
  1975   7  1975.542       1.4
  1975   8  1975.625       1.7
  1975   9  1975.708       2.3
  1975  10  1975.792       1.7
  1975  11  1975.875       1.1
  1975  12  1975.958       1.9
  1976   1  1976.042       1.6
  1976   2  1976.125       1.9
  1976   3  1976.208       1.4
  1976   4  1976.292      -0.2
  1976   5  1976.375      -0.1
  1976   6  1976.458      -0.4
  1976   7  1976.542      -1.4
  1976   8  1976.625      -1.0
  1976   9  1976.708      -0.9
  1976  10  1976.792       0.5
  1976  11  1976.875       0.5
  1976  12  1976.958      -0.8
  1977   1  1977.042      -0.4
  1977   2  1977.125       1.4
  1977   3  1977.208      -0.8
  1977   4  1977.292      -1.2
  1977   5  1977.375      -1.3
  1977   6  1977.458      -1.6
  1977   7  1977.542      -1.8
  1977   8  1977.625      -1.1
  1977   9  1977.708      -0.5
  1977  10  1977.792      -0.7
  1977  11  1977.875      -1.3
  1977  12  1977.958      -1.2
  1978   1  1978.042       0.3
  1978   2  1978.125      -2.5
  1978   3  1978.208      -0.0
  1978   4  1978.292      -0.8
  1978   5  1978.375       0.5
  1978   6  1978.458      -0.3
  1978   7  1978.542      -0.3
  1978   8  1978.625      -0.1
  1978   9  1978.708       0.2
  1978  10  1978.792      -0.3
  1978  11  1978.875      -0.0
  1978  12  1978.958      -0.2
  1979   1  1979.042      -0.4
  1979   2  1979.125       1.4
  1979   3  1979.208      -0.1
  1979   4  1979.292      -0.7
  1979   5  1979.375      -0.1
  1979   6  1979.458       0.0
  1979   7  1979.542       0.5
  1979   8  1979.625      -0.4
  1979   9  1979.708       0.3
  1979  10  1979.792       0.1
  1979  11  1979.875      -0.6
  1979  12  1979.958      -0.8
  1980   1  1980.042       0.6
  1980   2  1980.125       0.5
  1980   3  1980.208      -0.9
  1980   4  1980.292      -1.3
  1980   5  1980.375      -0.7
  1980   6  1980.458      -0.8
  1980   7  1980.542      -0.6
  1980   8  1980.625       0.2
  1980   9  1980.708      -0.2
  1980  10  1980.792       0.1
  1980  11  1980.875      -0.4
  1980  12  1980.958      -0.3
  1981   1  1981.042       0.3
  1981   2  1981.125      -0.1
  1981   3  1981.208      -1.2
  1981   4  1981.292      -0.7
  1981   5  1981.375       0.1
  1981   6  1981.458       0.5
  1981   7  1981.542       0.1
  1981   8  1981.625       0.4
  1981   9  1981.708       0.5
  1981  10  1981.792      -0.2
  1981  11  1981.875      -0.0
  1981  12  1981.958       0.5
  1982   1  1982.042       1.6
  1982   2  1982.125       0.6
  1982   3  1982.208       0.4
  1982   4  1982.292      -0.4
  1982   5  1982.375      -1.0
  1982   6  1982.458      -1.7
  1982   7  1982.542      -2.0
  1982   8  1982.625      -2.0
  1982   9  1982.708      -1.4
  1982  10  1982.792      -1.5
  1982  11  1982.875      -2.7
  1982  12  1982.958      -2.4
  1983   1  1983.042      -3.2
  1983   2  1983.125      -3.3
  1983   3  1983.208      -2.5
  1983   4  1983.292      -1.6
  1983   5  1983.375       0.1
  1983   6  1983.458      -0.5
  1983   7  1983.542      -1.0
  1983   8  1983.625       0.1
  1983   9  1983.708       1.3
  1983  10  1983.792       0.6
  1983  11  1983.875      -0.0
  1983  12  1983.958       0.1
  1984   1  1984.042       0.6
  1984   2  1984.125       0.9
  1984   3  1984.208      -0.4
  1984   4  1984.292      -0.1
  1984   5  1984.375      -0.5
  1984   6  1984.458      -1.0
  1984   7  1984.542      -0.3
  1984   8  1984.625       0.0
  1984   9  1984.708       0.3
  1984  10  1984.792      -0.1
  1984  11  1984.875       0.3
  1984  12  1984.958      -0.8
  1985   1  1985.042       0.1
  1985   2  1985.125       1.4
  1985   3  1985.208       0.3
  1985   4  1985.292       0.3
  1985   5  1985.375      -0.6
  1985   6  1985.458      -1.2
  1985   7  1985.542      -0.6
  1985   8  1985.625       0.7
  1985   9  1985.708       0.1
  1985  10  1985.792      -0.3
  1985  11  1985.875      -0.4
  1985  12  1985.958       0.2
  1986   1  1986.042       1.0
  1986   2  1986.125      -1.0
  1986   3  1986.208       0.5
  1986   4  1986.292      -0.3
  1986   5  1986.375      -0.9
  1986   6  1986.458       0.1
  1986   7  1986.542      -0.3
  1986   8  1986.625      -1.0
  1986   9  1986.708      -0.3
  1986  10  1986.792       0.9
  1986  11  1986.875      -1.4
  1986  12  1986.958      -1.3
  1987   1  1987.042      -0.4
  1987   2  1987.125      -1.1
  1987   3  1987.208      -1.0
  1987   4  1987.292      -1.8
  1987   5  1987.375      -1.9
  1987   6  1987.458      -1.9
  1987   7  1987.542      -1.8
  1987   8  1987.625      -1.1
  1987   9  1987.708      -0.7
  1987  10  1987.792      -0.2
  1987  11  1987.875      -0.1
  1987  12  1987.958      -0.6
  1988   1  1988.042       0.4
  1988   2  1988.125      -0.3
  1988   3  1988.208       0.3
  1988   4  1988.292      -0.3
  1988   5  1988.375       0.3
  1988   6  1988.458      -0.3
  1988   7  1988.542       0.6
  1988   8  1988.625       1.4
  1988   9  1988.708       2.0
  1988  10  1988.792       1.4
  1988  11  1988.875       1.6
  1988  12  1988.958       1.1
  1989   1  1989.042       1.8
  1989   2  1989.125       1.7
  1989   3  1989.208       1.0
  1989   4  1989.292       0.8
  1989   5  1989.375       0.5
  1989   6  1989.458       0.2
  1989   7  1989.542       0.2
  1989   8  1989.625      -0.6
  1989   9  1989.708       0.7
  1989  10  1989.792       0.8
  1989  11  1989.875      -0.4
  1989  12  1989.958      -0.4
  1990   1  1990.042       0.2
  1990   2  1990.125      -1.2
  1990   3  1990.208      -0.6
  1990   4  1990.292      -0.4
  1990   5  1990.375       0.5
  1990   6  1990.458      -0.4
  1990   7  1990.542       0.0
  1990   8  1990.625      -0.4
  1990   9  1990.708      -0.3
  1990  10  1990.792       0.5
  1990  11  1990.875      -0.6
  1990  12  1990.958      -0.4
  1991   1  1991.042       0.9
  1991   2  1991.125       0.5
  1991   3  1991.208      -0.6
  1991   4  1991.292      -1.3
  1991   5  1991.375      -1.6
  1991   6  1991.458      -0.7
  1991   7  1991.542      -0.5
  1991   8  1991.625      -0.5
  1991   9  1991.708      -1.3
  1991  10  1991.792      -1.0
  1991  11  1991.875      -0.6
  1991  12  1991.958      -2.0
  1992   1  1992.042      -2.3
  1992   2  1992.125      -0.6
  1992   3  1992.208      -2.0
  1992   4  1992.292      -1.5
  1992   5  1992.375      -0.4
  1992   6  1992.458      -1.5
  1992   7  1992.542      -0.9
  1992   8  1992.625       0.1
  1992   9  1992.708       0.1
  1992  10  1992.792      -1.4
  1992  11  1992.875      -0.7
  1992  12  1992.958      -0.8
  1993   1  1993.042      -0.8
  1993   2  1993.125      -0.7
  1993   3  1993.208      -0.2
  1993   4  1993.292      -1.6
  1993   5  1993.375      -0.8
  1993   6  1993.458      -1.4
  1993   7  1993.542      -1.4
  1993   8  1993.625      -0.9
  1993   9  1993.708      -0.3
  1993  10  1993.792      -0.9
  1993  11  1993.875      -0.1
  1993  12  1993.958      -0.0
  1994   1  1994.042       0.1
  1994   2  1994.125       0.5
  1994   3  1994.208      -0.6
  1994   4  1994.292      -1.9
  1994   5  1994.375      -1.3
  1994   6  1994.458      -1.2
  1994   7  1994.542      -1.9
  1994   8  1994.625      -1.3
  1994   9  1994.708      -1.3
  1994  10  1994.792      -1.0
  1994  11  1994.875      -0.5
  1994  12  1994.958      -1.2
  1995   1  1995.042      -0.1
  1995   2  1995.125       0.3
  1995   3  1995.208       0.6
  1995   4  1995.292      -1.4
  1995   5  1995.375      -1.1
  1995   6  1995.458      -0.4
  1995   7  1995.542      -0.1
  1995   8  1995.625       0.1
  1995   9  1995.708       0.5
  1995  10  1995.792       0.0
  1995  11  1995.875      -0.0
  1995  12  1995.958      -0.7
  1996   1  1996.042       1.2
  1996   2  1996.125       0.4
  1996   3  1996.208       1.1
  1996   4  1996.292       0.2
  1996   5  1996.375      -0.1
  1996   6  1996.458       0.6
  1996   7  1996.542       0.1
  1996   8  1996.625       0.4
  1996   9  1996.708       0.5
  1996  10  1996.792       0.6
  1996  11  1996.875      -0.3
  1996  12  1996.958       0.5
  1997   1  1997.042       1.0
  1997   2  1997.125       1.8
  1997   3  1997.208      -0.5
  1997   4  1997.292      -0.8
  1997   5  1997.375      -2.1
  1997   6  1997.458      -1.9
  1997   7  1997.542      -1.2
  1997   8  1997.625      -1.5
  1997   9  1997.708      -0.8
  1997  10  1997.792      -1.0
  1997  11  1997.875      -0.9
  1997  12  1997.958      -1.0
  1998   1  1998.042      -2.7
  1998   2  1998.125      -1.4
  1998   3  1998.208      -2.6
  1998   4  1998.292      -2.0
  1998   5  1998.375      -0.3
  1998   6  1998.458       0.3
  1998   7  1998.542       0.8
  1998   8  1998.625       1.0
  1998   9  1998.708       1.4
  1998  10  1998.792       1.2
  1998  11  1998.875       0.8
  1998  12  1998.958       1.2
  1999   1  1999.042       2.0
  1999   2  1999.125       1.2
  1999   3  1999.208       1.0
  1999   4  1999.292       0.8
  1999   5  1999.375      -0.2
  1999   6  1999.458      -0.3
  1999   7  1999.542       0.1
  1999   8  1999.625       0.4
  1999   9  1999.708       0.3
  1999  10  1999.792       1.2
  1999  11  1999.875       0.9
  1999  12  1999.958       1.4
  2000   1  2000.042       1.1
  2000   2  2000.125       2.2
  2000   3  2000.208       1.3
  2000   4  2000.292       0.6
  2000   5  2000.375      -0.2
  2000   6  2000.458      -0.7
  2000   7  2000.542      -0.8
  2000   8  2000.625       0.3
  2000   9  2000.708       1.3
  2000  10  2000.792       1.1
  2000  11  2000.875       1.6
  2000  12  2000.958       0.2
  2001   1  2001.042       1.6
  2001   2  2001.125       1.5
  2001   3  2001.208       0.9
  2001   4  2001.292      -0.4
  2001   5  2001.375      -1.1
  2001   6  2001.458      -0.4
  2001   7  2001.542      -0.7
  2001   8  2001.625      -0.8
  2001   9  2001.708       0.4
  2001  10  2001.792      -0.1
  2001  11  2001.875       0.6
  2001  12  2001.958      -1.1
  2002   1  2002.042       0.9
  2002   2  2002.125       1.4
  2002   3  2002.208      -0.2
  2002   4  2002.292      -0.6
  2002   5  2002.375      -1.5
  2002   6  2002.458      -0.9
  2002   7  2002.542      -0.8
  2002   8  2002.625      -1.3
  2002   9  2002.708      -0.3
  2002  10  2002.792      -0.4
  2002  11  2002.875      -0.4
  2002  12  2002.958      -1.1
  2003   1  2003.042       0.1
  2003   2  2003.125      -0.6
  2003   3  2003.208      -0.4
  2003   4  2003.292      -0.6
  2003   5  2003.375      -1.0
  2003   6  2003.458      -1.4
  2003   7  2003.542      -0.1
  2003   8  2003.625      -0.2
  2003   9  2003.708       0.1
  2003  10  2003.792       0.0
  2003  11  2003.875      -0.3
  2003  12  2003.958       0.9
  2004   1  2004.042      -1.1
  2004   2  2004.125       1.6
  2004   3  2004.208       0.1
  2004   4  2004.292      -1.4
  2004   5  2004.375       0.4
  2004   6  2004.458      -1.3
  2004   7  2004.542      -1.0
  2004   8  2004.625      -0.5
  2004   9  2004.708       0.1
  2004  10  2004.792       0.2
  2004  11  2004.875      -0.8
  2004  12  2004.958      -1.1
  2005   1  2005.042       0.6
  2005   2  2005.125      -3.0
  2005   3  2005.208       0.3
  2005   4  2005.292      -1.0
  2005   5  2005.375      -1.4
  2005   6  2005.458      -0.3
  2005   7  2005.542      -0.3
  2005   8  2005.625      -0.6
  2005   9  2005.708       0.7
  2005  10  2005.792       1.4
  2005  11  2005.875      -0.4
  2005  12  2005.958      -0.1
  2006   1  2006.042       1.8
  2006   2  2006.125       0.5
  2006   3  2006.208       1.6
  2006   4  2006.292       0.2
  2006   5  2006.375      -1.1
  2006   6  2006.458      -0.8
  2006   7  2006.542      -1.0
  2006   8  2006.625      -1.2
  2006   9  2006.708      -0.2
  2006  10  2006.792      -0.9
  2006  11  2006.875       0.2
  2006  12  2006.958      -0.2
  2007   1  2007.042      -0.7
  2007   2  2007.125       0.2
  2007   3  2007.208       0.0
  2007   4  2007.292      -0.5
  2007   5  2007.375      -0.7
  2007   6  2007.458      -0.3
  2007   7  2007.542      -0.7
  2007   8  2007.625       0.3
  2007   9  2007.708       0.3
  2007  10  2007.792       0.8
  2007  11  2007.875       0.6
  2007  12  2007.958       1.5
  2008   1  2008.042       2.0
  2008   2  2008.125       2.9
  2008   3  2008.208       1.7
  2008   4  2008.292       0.3
  2008   5  2008.375      -0.6
  2008   6  2008.458       0.1
  2008   7  2008.542      -0.2
  2008   8  2008.625       1.0
  2008   9  2008.708       1.6
  2008  10  2008.792       1.7
  2008  11  2008.875       1.3
  2008  12  2008.958       1.4
  2009   1  2009.042       1.4
  2009   2  2009.125       2.1
  2009   3  2009.208       0.5
  2009   4  2009.292       0.3
  2009   5  2009.375      -1.0
  2009   6  2009.458      -0.6
  2009   7  2009.542      -0.3
  2009   8  2009.625      -0.5
  2009   9  2009.708       0.5
  2009  10  2009.792      -1.1
  2009  11  2009.875      -0.8
  2009  12  2009.958      -0.9
  2010   1  2010.042      -1.2
  2010   2  2010.125      -1.3
  2010   3  2010.208      -0.7
  2010   4  2010.292       0.8
  2010   5  2010.375       0.1
  2010   6  2010.458      -0.1
  2010   7  2010.542       1.4
  2010   8  2010.625       1.7
  2010   9  2010.708       2.6
  2010  10  2010.792       1.9
  2010  11  2010.875       1.4
  2010  12  2010.958       2.7
  2011   1  2011.042       2.7
  2011   2  2011.125       3.1
  2011   3  2011.208       2.5
  2011   4  2011.292       1.5
  2011   5  2011.375      -0.1
  2011   6  2011.458      -0.2
  2011   7  2011.542       0.6
  2011   8  2011.625       0.3
  2011   9  2011.708       1.6
  2011  10  2011.792       0.9
  2011  11  2011.875       1.1
  2011  12  2011.958       2.2
  2012   1  2012.042       1.4
  2012   2  2012.125       0.9
  2012   3  2012.208       0.3
  2012   4  2012.292      -0.6
  2012   5  2012.375      -0.6
  2012   6  2012.458      -1.1
  2012   7  2012.542      -0.7
  2012   8  2012.625      -0.3
  2012   9  2012.708       0.5
  2012  10  2012.792       0.5
  2012  11  2012.875       0.3
  2012  12  2012.958      -0.8
  2013   1  2013.042      -0.0
  2013   2  2013.125       0.0
  2013   3  2013.208       1.5
  2013   4  2013.292      -0.3
  2013   5  2013.375       0.1
  2013   6  2013.458       0.4
  2013   7  2013.542       0.2
  2013   8  2013.625      -0.0
  2013   9  2013.708       0.5
  2013  10  2013.792       0.1
  2013  11  2013.875       0.5
  2013  12  2013.958       0.0
  2014   1  2014.042       1.6
  2014   2  2014.125       0.1
  2014   3  2014.208      -1.0
  2014   4  2014.292       0.2
  2014   5  2014.375       0.0
  2014   6  2014.458      -0.6
  2014   7  2014.542      -0.6
  2014   8  2014.625      -0.8
  2014   9  2014.708      -0.4
  2014  10  2014.792      -0.4
  2014  11  2014.875      -0.9
  2014  12  2014.958      -0.8
  2015   1  2015.042      -0.8
  2015   2  2015.125       0.8
  2015   3  2015.208      -0.8
  2015   4  2015.292      -0.4
  2015   5  2015.375      -1.1
  2015   6  2015.458      -1.2
  2015   7  2015.542      -1.5
  2015   8  2015.625      -1.6
  2015   9  2015.708      -1.3
  2015  10  2015.792      -1.2
